,application_number,sponsor_name,app_numb_openfda,brand_name,generic_name,manufacturer_name,product_ndc,product_type,rxcui,spl_id,spl_set_id,package_ndc,submission_type,submission_status_date,product_number,reference_drug,active_ingredients,marketing_status,reference_standard,dosage_form
357,NDA020220,BAYER HLTHCARE,,,,,,,,,,,['ORIG'],['19950510'],"['004', '002', '005', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'IOPROMIDE', 'strength': '31.2%'}], [{'name': 'IOPROMIDE', 'strength': '62.3%'}], [{'name': 'IOPROMIDE', 'strength': '62.3%'}], [{'name': 'IOPROMIDE', 'strength': '49.9%'}], [{'name': 'IOPROMIDE', 'strength': '76.9%'}]]","['Discontinued', 'Prescription', 'Discontinued', 'Discontinued', 'Prescription']","['No', 'Yes', 'No', 'No', 'Yes']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
358,NDA020231,COLGATE PALMOLIVE,['NDA020231'],"['COLGATE TOTAL WHITENING', 'COLGATE TOTAL ADVANCED DEEP CLEAN', 'COLGATE TOTAL ADVANCE WHITENING', 'COLGATE TOTAL ADVANCED WHITENING', 'COLGATE TOTAL FRESH MINT STRIPE', 'COLGATE TOTAL DAILY REPAIR', 'COLGATE TOTAL CLEAN MINT', 'COLGATE TOTAL CLEAN IN BETWEEN', 'COLGATE TOTAL ADVANCED FRESH PLUS WHITENING']",['SODIUM FLUORIDE AND TRICLOSAN'],['Colgate-Palmolive Company'],"['35000-002', '35000-353', '35000-364', '35000-003', '35000-354', '35000-161', '35000-168', '35000-021', '35000-384', '35000-004']",['HUMAN OTC DRUG'],['894876'],"['b6ac83a1-00c3-40ff-987a-abb9a4e9adc3', '8f6651df-c706-4dda-b9c5-9d7b6d40326c', '432bc982-2978-4885-a4b5-2c86ff8e925f', '179347d9-d072-4fce-afbf-0a9a740ea0dc', '6422cc35-2295-4d52-82bd-e888c3e3f980', '3bd713fb-0d30-43ff-8b02-fc62395e1369', '4a69280f-db8e-4912-a454-78ca93116a0f', '6dd44286-62d3-47da-80a8-a6f75b41dc2b', 'e7ef3fd3-4614-417c-8372-f50fba51167b', 'e07fcb28-4592-475b-b9ad-f4b189d15ea2']","['7b62ffcf-a7f2-46de-ab8c-88688c984fca', '56d0b2c6-b45a-4239-8a14-45d44d68f013', '219a0e97-f89b-4cde-9965-3d25b6896573', 'd7137335-1c85-4d7a-adae-72ff8d63f571', '748cbe27-5c9f-43b9-b5b6-0b4b1ee0c891', 'eeae522f-645c-4a16-8514-37907da323df', '933a6e9b-06a6-4fca-bd28-40362cfbec90', '319fc2ff-b86f-4162-acf6-a53716f4fe1e', 'a3c58180-dbcf-4897-9410-0739ec642174', '52a1e045-0c94-4de4-8a05-9f0724cd0473']","['35000-002-42', '35000-002-34', '35000-002-60', '35000-002-71', '35000-002-78', '35000-353-69', '35000-353-66', '35000-353-76', '35000-353-78', '35000-364-16', '35000-364-69', '35000-364-66', '35000-364-67', '35000-364-48', '35000-364-87', '35000-003-34', '35000-003-85', '35000-003-71', '35000-003-60', '35000-003-78', '35000-003-99', '35000-354-69', '35000-354-66', '35000-161-60', '35000-161-78', '35000-161-09', '35000-168-16', '35000-168-69', '35000-168-10', '35000-168-87', '35000-168-67', '35000-021-85', '35000-021-16', '35000-021-71', '35000-021-60', '35000-021-78', '35000-021-99', '35000-021-34', '35000-384-16', '35000-384-69', '35000-384-66', '35000-004-16', '35000-004-69', '35000-004-66', '35000-004-10']",['ORIG'],['19970711'],['001'],['Yes'],"[[{'name': 'SODIUM FLUORIDE', 'strength': '0.24%'}, {'name': 'TRICLOSAN', 'strength': '0.3%'}]]",['Discontinued'],['No'],['PASTE']
359,NDA020248,FRESENIUS,,,,,,,,,,,['ORIG'],['19960807'],['001'],['Yes'],"[[{'name': 'SOYBEAN OIL', 'strength': '20%'}]]",['Prescription'],['Yes'],['INJECTABLE']
360,NDA020256,LANTHEUS MEDCL,,,,,,,,,,,['ORIG'],['19941123'],['001'],['Yes'],"[[{'name': 'TECHNETIUM TC-99M BICISATE KIT', 'strength': 'N/A'}]]",['Prescription'],['Yes'],['INJECTABLE']
361,NDA020263,ABBVIE ENDOCRINE INC,,,,,,,,,,,['ORIG'],['19930416'],"['007', '005', '003', '008', '006', '004', '002']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'LEUPROLIDE ACETATE', 'strength': '11.25MG'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '11.25MG'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '3.75MG,7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '30MG'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '15MG'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '7.5MG,7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '7.5MG'}]]","['Prescription', 'Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Discontinued', 'Prescription']","['Yes', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']","['POWDER', 'POWDER', 'POWDER', 'POWDER', 'POWDER', 'POWDER', 'POWDER']"
362,NDA020287,PFIZER,,,,,,,,,,,['ORIG'],['19941222'],"['008', '006', '004', '010', '002', '009', '007', '005', '011', '003', '001']","['No', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'DALTEPARIN SODIUM', 'strength': '7,500 IU/0.75ML'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '95,000IU/3.8ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '10,000IU/ML (10,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '15,000IU/0.6ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '10,000IU/0.4ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '12,500IU/0.5ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '95,000IU/9.5ML (10,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '7,500IU/0.3ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '18,000IU/0.72ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '5,000IU/0.2ML (25,000IU/ML)'}], [{'name': 'DALTEPARIN SODIUM', 'strength': '2,500IU/0.2ML (12,500IU/ML)'}]]","['Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'Yes', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
363,NDA020314,CURIUM,,,,,,,,,,,['ORIG'],['19940602'],['001'],['Yes'],"[[{'name': 'INDIUM IN-111 PENTETREOTIDE KIT', 'strength': '3mCi/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
364,NDA020351,GE HEALTHCARE,,,,,,,,,,,['ORIG'],['19960322'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'IODIXANOL', 'strength': '55%'}], [{'name': 'IODIXANOL', 'strength': '65.2%'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['INJECTABLE', 'INJECTABLE']"
365,NDA020355,FERRING PHARMS INC,,,,,,,,,,,['ORIG'],['19940307'],"['001', '002']","['No', 'Yes']","[[{'name': 'DESMOPRESSIN ACETATE', 'strength': '0.15MG/SPRAY'}], [{'name': 'DESMOPRESSIN ACETATE', 'strength': '0.15MG/SPRAY'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['SPRAY, METERED', 'SPRAY, METERED']"
366,NDA020369,NOVARTIS,['NDA020369'],['CILOXAN'],['CIPROFLOXACIN HYDROCHLORIDE'],"['Alcon Laboratories, Inc.', 'Novartis Pharmaceuticals Corporation']","['0065-0654', '0078-0841']",['HUMAN PRESCRIPTION DRUG'],"['213307', '309306']","['932e6fb3-bacf-42dc-be64-d03b49b451fb', '7b557d15-bd97-42d2-adcb-d172b4216cb6']","['1c292706-a900-4d6f-979e-9c42d6ff2fb2', '7b557d15-bd97-42d2-adcb-d172b4216cb6']","['0065-0654-35', '0078-0841-01']",['ORIG'],['19980330'],['001'],['Yes'],"[[{'name': 'CIPROFLOXACIN HYDROCHLORIDE', 'strength': 'EQ 0.3% BASE'}]]",['Prescription'],['Yes'],['OINTMENT']
367,NDA020372,GE HEALTHCARE,,,,,,,,,,,['ORIG'],['19960209'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'TECHNETIUM TC-99M TETROFOSMIN KIT', 'strength': 'N/A'}], [{'name': 'TECHNETIUM TC-99M TETROFOSMIN KIT', 'strength': 'N/A'}]]","['Discontinued', 'Prescription']","['No', 'Yes']","['INJECTABLE', 'INJECTABLE']"
368,NDA020379,PFIZER,['NDA020379'],['CAVERJECT'],['ALPROSTADIL'],['Pharmacia and Upjohn Company LLC'],"['0009-3701', '0009-7686']",['HUMAN PRESCRIPTION DRUG'],"['103956', '226921', '226922', '242691']",['bcba81bc-8862-47b0-81fe-f84285f54036'],['a295fc1e-d82c-4f44-bc2d-a552bf594c98'],"['0009-3701-08', '0009-3701-05', '0009-7686-01', '0009-7686-04']",['ORIG'],['19950706'],"['004', '002', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'ALPROSTADIL', 'strength': '0.04MG/VIAL'}], [{'name': 'ALPROSTADIL', 'strength': '0.02MG/VIAL'}], [{'name': 'ALPROSTADIL', 'strength': '0.005MG/VIAL'}], [{'name': 'ALPROSTADIL', 'strength': '0.01MG/VIAL'}]]","['Prescription', 'Prescription', 'Discontinued', 'Prescription']","['Yes', 'Yes', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
369,NDA020385,PFIZER INC,,,,,,,,,,,['ORIG'],['19960322'],['001'],['Yes'],"[[{'name': 'NICOTINE', 'strength': '0.5MG/SPRAY'}]]",['Prescription'],['Yes'],"['SPRAY, METERED']"
370,NDA020392,MYLAN,['NDA020392'],['CYSTAGON'],['CYSTEAMINE BITARTRATE'],['Mylan Pharmaceuticals Inc.'],"['0378-9040', '0378-9045']",['HUMAN PRESCRIPTION DRUG'],"['209788', '209789', '309636', '309637']",['33b2342c-0f0e-4a60-bfb9-a6e474c558f5'],['f495b76d-96c6-48e5-8fa3-30a4336628eb'],"['0378-9040-05', '0378-9045-05']",['ORIG'],['19940815'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'CYSTEAMINE BITARTRATE', 'strength': 'EQ 50MG BASE'}], [{'name': 'CYSTEAMINE BITARTRATE', 'strength': 'EQ 150MG BASE'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['CAPSULE', 'CAPSULE']"
371,NDA020400,MYLAN,,,,,,,,,,,['ORIG'],['19980129'],['001'],['No'],"[[{'name': 'TRETINOIN', 'strength': '0.025%'}]]",['Prescription'],['No'],['GEL']
372,NDA020405,CONCORDIA,,,,,,,,,,,['ORIG'],['19970930'],"['003', '001', '006', '004', '002', '005']","['Yes', 'Yes', 'No', 'Yes', 'Yes', 'No']","[[{'name': 'DIGOXIN', 'strength': '0.1875MG'}], [{'name': 'DIGOXIN', 'strength': '0.0625MG'}], [{'name': 'DIGOXIN', 'strength': '0.5MG'}], [{'name': 'DIGOXIN', 'strength': '0.25MG'}], [{'name': 'DIGOXIN', 'strength': '0.125MG'}], [{'name': 'DIGOXIN', 'strength': '0.375MG'}]]","['Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Discontinued']","['No', 'No', 'No', 'Yes', 'No', 'No']","['TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET']"
373,NDA020411,FERRING PHARMS INC,['NDA020411'],['CERVIDIL'],['DINOPROSTONE'],['Ferring Pharmaceuticals Inc.'],['55566-2800'],['HUMAN PRESCRIPTION DRUG'],"['597957', '597959']",['910a5179-b0aa-4d8e-91f6-61fbf898db7d'],['f3bc9031-0620-4a50-b440-f661cadfeb1d'],"['55566-2800-0', '55566-2800-1']",['ORIG'],['19950330'],['001'],['Yes'],"[[{'name': 'DINOPROSTONE', 'strength': '10MG'}]]",['Prescription'],['Yes'],"['INSERT, EXTENDED RELEASE']"
374,NDA020427,LUNDBECK PHARMS LLC,,,,,,,,,,,['ORIG'],['20090821'],['001'],['Yes'],"[[{'name': 'VIGABATRIN', 'strength': '500MG'}]]",['Prescription'],['Yes'],['TABLET']
375,NDA020428,ALMIRALL,,,,,,,,,,,['ORIG'],['19950913'],['001'],['Yes'],"[[{'name': 'AZELAIC ACID', 'strength': '20%'}]]",['Prescription'],['Yes'],['CREAM']
376,NDA020451,PINNACLE BIOLGS,['NDA020451'],['PHOTOFRIN'],['PORFIMER SODIUM'],"['Pinnacle Biologics, Inc.']",['76128-155'],['HUMAN PRESCRIPTION DRUG'],"['242166', '687066']",['d4fb7cd9-a14d-4f79-9a37-0ed532b84b36'],['5c4841b4-fbc0-4163-8ee1-cb28629cbfbf'],['76128-155-75'],['ORIG'],['19951227'],['001'],['No'],"[[{'name': 'PORFIMER SODIUM', 'strength': '75MG/VIAL'}]]",['Prescription'],['No'],['INJECTABLE']
377,NDA020453,ANI PHARMS,,,,,,,,,,,['ORIG'],['19970228'],['001'],['Yes'],"[[{'name': 'HYDROCORTISONE PROBUTATE', 'strength': '0.1%'}]]",['Prescription'],['Yes'],['CREAM']
378,NDA020457,CHEPLAPHARM,['NDA020457'],['ETOPOPHOS'],['ETOPOSIDE PHOSPHATE'],"['H2-Pharma, LLC']",['61269-410'],['HUMAN PRESCRIPTION DRUG'],"['226719', '1734340']",['554f6ebc-bee7-4273-b879-dc4c8bd964bf'],['7499fc35-fae8-44ad-bbab-9a1a589bf3ee'],['61269-410-20'],['ORIG'],['19960517'],['001'],['Yes'],"[[{'name': 'ETOPOSIDE PHOSPHATE', 'strength': 'EQ 100MG BASE/VIAL'}]]",['Prescription'],['Yes'],['INJECTABLE']
379,NDA020458,TEVA,,,,,,,,,,,['ORIG'],['19970128'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'ZINC ACETATE', 'strength': 'EQ 25MG ZINC'}], [{'name': 'ZINC ACETATE', 'strength': 'EQ 50MG ZINC'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['CAPSULE', 'CAPSULE']"
380,NDA020471,CHIESI,['NDA020471'],['ZYFLO'],['ZILEUTON'],"['Chiesi USA, Inc.']",['10122-901'],['HUMAN PRESCRIPTION DRUG'],"['199904', '211777']",['b3520adf-ef87-bd2e-e053-2995a90a28db'],['aee65202-fddb-497f-9f11-17cc727cb157'],['10122-901-12'],['ORIG'],['19961209'],"['003', '001']","['Yes', 'No']","[[{'name': 'ZILEUTON', 'strength': '600MG'}], [{'name': 'ZILEUTON', 'strength': '300MG'}]]","['Prescription', 'Discontinued']","['Yes', 'No']","['TABLET', 'TABLET']"
381,NDA020472,PFIZER,['NDA020472'],['ESTRING'],['ESTRADIOL'],"['U.S. Pharmaceuticals', 'Pharmacia and Upjohn Company LLC']","['63539-021', '0013-2150']",['HUMAN PRESCRIPTION DRUG'],"['848328', '848330']","['7c127fe3-a61a-49bd-a4c8-0f50ab3c309d', 'e77c6bf7-840f-484f-b278-6baca0696a36']","['e6183e05-b9b6-460e-b7bd-e6885bd0b696', 'aa530dfd-3a48-46b9-9678-a7bc48316e41']","['63539-021-01', '0013-2150-36']",['ORIG'],['19960426'],['001'],['Yes'],"[[{'name': 'ESTRADIOL', 'strength': '0.0075MG/24HR'}]]",['Prescription'],['Yes'],"['INSERT, EXTENDED RELEASE']"
382,NDA020475,VALEANT INTL,,,,,,,,,,,['ORIG'],['19970207'],"['004', '002', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'TRETINOIN', 'strength': '0.06%'}], [{'name': 'TRETINOIN', 'strength': '0.04%'}], [{'name': 'TRETINOIN', 'strength': '0.08%'}], [{'name': 'TRETINOIN', 'strength': '0.1%'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes']","['GEL', 'GEL', 'GEL', 'GEL']"
383,NDA020488,HOSPIRA,['NDA020488'],['MAGNESIUM SULFATE IN DEXTROSE'],['MAGNESIUM SULFATE IN DEXTROSE'],"['Hospira, Inc.']",['0409-6727'],['HUMAN PRESCRIPTION DRUG'],['829757'],['1a9001bb-2fa0-4d2b-bd9c-19c3c2705a01'],['03ebeabb-8386-4af4-3086-bdf3c3fc4a5a'],"['0409-6727-11', '0409-6727-23']",['ORIG'],['19950711'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'MAGNESIUM SULFATE', 'strength': '1GM/100ML'}], [{'name': 'MAGNESIUM SULFATE', 'strength': '2GM/100ML'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['INJECTABLE', 'INJECTABLE']"
384,NDA020489,ALLERGAN,['NDA020489'],['ANDRODERM'],['TESTOSTERONE'],"['Allergan, Inc.']","['0023-5990', '0023-5992']",['HUMAN PRESCRIPTION DRUG'],"['313233', '1190953', '1190955', '1190957']",['93423293-d034-4c89-85b8-74979acf8342'],['e58a5328-fdd9-40cb-a19f-8ed798989b9c'],"['0023-5990-60', '0023-5992-30']",['ORIG'],['19950929'],"['004', '002', '003', '001']","['Yes', 'No', 'Yes', 'No']","[[{'name': 'TESTOSTERONE', 'strength': '4MG/24HR'}], [{'name': 'TESTOSTERONE', 'strength': '5MG/24HR'}], [{'name': 'TESTOSTERONE', 'strength': '2MG/24HR'}], [{'name': 'TESTOSTERONE', 'strength': '2.5MG/24HR'}]]","['Prescription', 'Discontinued', 'Prescription', 'Discontinued']","['Yes', 'No', 'Yes', 'No']","['FILM, EXTENDED RELEASE', 'FILM, EXTENDED RELEASE', 'FILM, EXTENDED RELEASE', 'FILM, EXTENDED RELEASE']"
385,NDA020497,KYOWA KIRIN,['NDA020497'],['FARESTON'],['TOREMIFENE CITRATE'],"['KYOWA KIRIN, INC,']",['42747-327'],['HUMAN PRESCRIPTION DRUG'],"['152880', '313428']",['71baf954-4144-4895-acde-cbe58068ccae'],['2cab8dd1-3a10-48e6-86ce-0e5275ed49e5'],"['42747-327-30', '42747-327-72']",['ORIG'],['19970529'],['001'],['Yes'],"[[{'name': 'TOREMIFENE CITRATE', 'strength': 'EQ 60MG BASE'}]]",['Prescription'],['Yes'],['TABLET']
386,NDA020503,KINDEVA,,,,,,,,,,,['ORIG'],['19960815'],['001'],['Yes'],"[[{'name': 'ALBUTEROL SULFATE', 'strength': 'EQ 0.09MG BASE/INH'}]]",['Prescription'],['Yes'],"['AEROSOL, METERED']"
387,NDA020517,ABBVIE ENDOCRINE INC,,,,,,,,,,,['ORIG'],['19951222'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'LEUPROLIDE ACETATE', 'strength': '45MG/VIAL'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '22.5MG/VIAL'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '30MG/VIAL'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'No', 'Yes']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
388,NDA020524,MYLAN,['NDA020524'],['MENTAX'],['BUTENAFINE HYDROCHLORIDE'],['Mylan Pharmaceuticals Inc.'],['0378-6151'],['HUMAN PRESCRIPTION DRUG'],"['1298448', '1298452']",['302b23fa-a0c9-405f-9e9f-1d59284c8862'],['167ecefd-4553-41b8-8160-81a48dbca076'],"['0378-6151-46', '0378-6151-49']",['ORIG'],['19961018'],['001'],['Yes'],"[[{'name': 'BUTENAFINE HYDROCHLORIDE', 'strength': '1%'}]]",['Prescription'],['Yes'],['CREAM']
389,NDA020527,WYETH PHARMS,['NDA020527'],"['PREMPRO', 'PREMPHASE']",['CONJUGATED ESTROGENS AND MEDROXYPROGESTERONE ACETATE'],"['Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.']","['0046-1105', '0046-2575', '0046-1106', '0046-1107', '0046-1108']",['HUMAN PRESCRIPTION DRUG'],"['150840', '310197', '1000351', '1000352', '1000355', '1000356', '1000395', '1000398', '1000486', '1000487', '1000490', '1000491', '1000496', '1000497', '1000499', '1000500']",['1a258b22-1b1b-48af-912f-bc895ea32ada'],['fd0c0836-5d23-2183-da81-9dc7f4287052'],"['0046-2575-12', '0046-1105-11', '0046-1106-11', '0046-1107-11', '0046-1108-11']",['ORIG'],['19951117'],"['003', '001', '004', '002', '005']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.625MG'}, {'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': '5MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.625MG'}, {'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': '2.5MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.45MG'}, {'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': '1.5MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.625MG,0.625MG'}, {'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': 'N/A,5MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.3MG'}, {'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': '1.5MG'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET']"
390,NDA020529,ALLERGAN,,,,,,,,,,,['ORIG'],['19970313'],['001'],['Yes'],"[[{'name': 'PODOFILOX', 'strength': '0.5%'}]]",['Prescription'],['Yes'],['GEL']
391,NDA020532,STAND HOMEOPATH,,,,,,,,,,,['ORIG'],['19960826'],['001'],['Yes'],"[[{'name': 'BENTOQUATAM', 'strength': '5%'}]]",['Over-the-counter'],['Yes'],['LOTION']
392,NDA020533,FRESENIUS KABI USA,['NDA020533'],['NAROPIN'],['ROPIVACAINE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-285', '63323-286', '63323-287', '63323-288']",['HUMAN PRESCRIPTION DRUG'],"['1734203', '1734204', '1734207', '1734208', '1734347', '1734348', '1734355', '1734356', '1734475', '1734476', '1734479', '1734480', '1734481', '1734482', '1734483', '1734484', '905189', '905191', '1734084', '1734086', '1734090', '1734091']","['95df3595-4de5-4c73-900f-f33779c3cef0', 'fa98fd05-47b1-4e94-a75c-cfeb677d72d4', '884c2676-9dd2-4575-8941-d4fcfcb5b185', 'a66fb7af-90e1-4d02-8607-661ba29ea8e3']","['dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7', '23d2d448-a744-4877-9f2d-7e57c198da89', 'c6613708-c1f7-4f5c-91a3-ebbc1d7905c6', '56dfabf7-f7a8-4601-b17a-cb16fb995b0f']","['63323-286-41', '63323-286-27', '63323-286-43', '63323-286-38', '63323-285-41', '63323-285-28', '63323-285-53', '63323-285-68', '63323-285-59', '63323-285-73', '63323-286-01', '63323-286-20', '63323-286-05', '63323-286-23', '63323-286-09', '63323-286-31', '63323-286-11', '63323-286-35', '63323-286-03', '63323-286-00', '63323-286-33', '63323-286-63', '63323-286-30', '63323-287-01', '63323-287-20', '63323-287-03', '63323-287-21', '63323-288-01', '63323-288-10', '63323-288-06', '63323-288-20', '63323-288-03', '63323-288-11', '63323-288-07', '63323-288-21', '63323-285-01', '63323-285-10', '63323-285-06', '63323-285-20', '63323-285-03', '63323-285-13', '63323-285-07', '63323-285-23', '63323-285-57', '63323-285-64', '63323-285-51', '63323-285-65', '63323-285-02', '63323-285-61', '63323-285-04', '63323-285-63', '63323-285-55', '63323-285-67', '63323-288-23', '63323-288-29', '63323-286-93', '63323-286-95', '63323-288-25', '63323-288-27']",['ORIG'],['19960924'],"['008', '006', '012', '004', '010', '002', '009', '007', '013', '005', '011', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '150MG/30ML (5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '200MG/100ML (2MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '75MG/10ML (7.5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '150MG/20ML (7.5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '1GM/200ML (5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '40MG/20ML (2MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '500MG/100ML (5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '400MG/200ML (2MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '50MG/10ML (5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '100MG/10ML (10MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '200MG/20ML (10MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '100MG/20ML (5MG/ML)'}], [{'name': 'ROPIVACAINE HYDROCHLORIDE', 'strength': '20MG/10ML (2MG/ML)'}]]","['Prescription', 'Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'Yes', 'No', 'No']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
393,NDA020570,LANTHEUS MEDICAL,,,,,,,,,,,['ORIG'],['19970328'],['001'],['Yes'],"[[{'name': 'SAMARIUM SM-153 LEXIDRONAM PENTASODIUM', 'strength': '50mCi/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
394,NDA020576,ORPHAN EUROPE,,,,,,,,,,,['ORIG'],['19961025'],['001'],['Yes'],"[[{'name': 'BETAINE', 'strength': '1GM/SCOOPFUL'}]]",['Prescription'],['Yes'],['FOR SOLUTION']
395,NDA020577,LUKARE MEDICAL LLC,,,,,,,,,,,['ORIG'],['19960927'],['001'],['Yes'],"[[{'name': 'CALCIUM CHLORIDE', 'strength': '0.2MG/ML'}, {'name': 'DEXTROSE', 'strength': '0.8MG/ML'}, {'name': 'MAGNESIUM SULFATE', 'strength': '0.3MG/ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '0.3MG/ML'}, {'name': 'SODIUM BICARBONATE', 'strength': '1.9MG/ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '7.3MG/ML'}, {'name': 'SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE', 'strength': '0.2MG/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
